x,y,psi,v,cte,epsi,delta,a
5.3174,1.14258e-35,0.169981,66.5135,-0.0148662,-0.107641,-0.0853516,0.57578
5.31373,-2.11142e-34,0.176147,66.4679,-0.288179,-0.123164,-0.0885089,0.577703
5.3103,3.63134e-34,0.177324,66.4251,-0.524997,-0.145565,-0.0891577,0.579477
5.30594,-1.89349e-34,0.18525,66.3707,-0.740867,-0.195703,-0.0932194,0.580125
5.30233,-1.56441e-34,0.179033,66.3257,-0.853771,-0.206763,-0.0901525,0.582335
5.29727,1.71998e-34,0.167843,66.2627,-0.729125,-0.199398,-0.0845984,0.585147
5.2935,-9.23468e-35,0.157745,66.2156,-0.678293,-0.214962,-0.0795654,0.586575
5.28972,1.09721e-34,0.142434,66.1687,-0.357192,-0.183235,-0.0718938,0.588895
5.28515,-1.1849e-35,0.129358,66.1116,-0.0997306,-0.157592,-0.0653503,0.591108
5.2807,6.25363e-35,0.115417,66.0562,-0.0240771,-0.16543,-0.0583565,0.59272
5.27822,-7.99336e-37,0.103853,66.0253,0.318317,-0.123778,-0.0525344,0.594071
5.27642,7.75826e-36,0.0912755,66.0029,0.245839,-0.131632,-0.0461877,0.595083
5.27566,2.0416e-34,0.082075,65.9934,0.574329,-0.086638,-0.041538,0.595697
5.27561,1.18725e-35,0.0726177,65.9928,0.786451,-0.0460249,-0.036752,0.596093
5.27601,6.30065e-35,0.0660485,65.9978,0.850301,-0.0212967,-0.0334248,0.596234
5.27711,-5.62944e-35,0.0594206,66.0116,0.932835,0.019523,-0.0300644,0.596363
5.2783,-3.32665e-35,0.0549937,66.0265,0.757922,0.0201524,-0.0278183,0.596244
5.28007,-2.55458e-34,0.0509028,66.0486,0.547568,0.0167613,-0.0257403,0.595976
5.28179,-6.94952e-35,0.048331,66.07,0.380144,0.0111537,-0.0244319,0.595668
5.28405,3.01867e-35,0.0467743,66.0983,0.0958404,-0.0211544,-0.0236348,0.595004
5.286,-8.81386e-35,0.0460848,66.1225,0.0728669,-0.0202365,-0.0232778,0.59454
5.28844,5.92449e-36,0.0461568,66.153,-0.00617831,-0.0300026,-0.0233034,0.593874
5.2905,-3.01538e-34,0.0467951,66.1787,-0.0120033,-0.0310715,-0.0236165,0.593336
5.29294,-3.52413e-35,0.048116,66.2092,-0.0302433,-0.0353333,-0.0242719,0.592688
5.29497,-6.77085e-35,0.0495735,66.2345,-0.0454174,-0.0406247,-0.0249976,0.592148
5.29734,-2.36839e-34,0.0515934,66.264,-0.146253,-0.0626901,-0.0260045,0.591471
5.29925,-2.59549e-34,0.0534826,66.2879,-0.0788425,-0.0637862,-0.026947,0.590942
5.30144,3.82447e-35,0.0558398,66.3153,0.0729304,-0.0592423,-0.028123,0.590305
5.30321,6.03264e-35,0.0578376,66.3373,0.103667,-0.0631682,-0.0291194,0.589821
5.30521,5.92449e-36,0.0600944,66.3622,0.145316,-0.0681385,-0.0302442,0.589284
5.30708,3.59396e-34,0.0620697,66.3856,0.103879,-0.0822231,-0.0312273,0.588833
5.30854,-1.94239e-34,0.0633618,66.4038,0.190767,-0.0832606,-0.0318687,0.588474
5.31019,5.45429e-36,0.064456,66.4245,0.294756,-0.0837067,-0.0324089,0.588082
5.31151,1.87726e-35,0.064925,66.4409,0.465386,-0.0703481,-0.0326366,0.587828
5.31298,-4.37284e-36,0.0648513,66.4592,0.505173,-0.0739824,-0.0325906,0.587541
5.31437,-3.74277e-35,0.0641304,66.4766,0.566795,-0.0748631,-0.0322199,0.587288
5.31548,-1.838e-34,0.0630295,66.4905,0.628753,-0.0736249,-0.0316601,0.587096
5.31657,9.54501e-36,0.0615125,66.5041,0.72435,-0.0674584,-0.0308918,0.586911
5.31791,-9.8718e-35,0.0591069,66.5208,0.788767,-0.0634918,-0.0296762,0.586688
5.31887,-3.07862e-35,0.0566153,66.5327,0.844006,-0.058294,-0.0284201,0.586543
5.31995,4.98645e-35,0.0531598,66.5463,0.794444,-0.0650905,-0.02668,0.586353
5.32115,-7.41502e-35,0.0501537,66.5613,0.894377,-0.0533589,-0.0251657,0.58612
5.32264,2.74125e-35,0.0463515,66.5798,0.978759,-0.0396829,-0.0232513,0.585816
5.32369,-3.84034e-35,0.0431525,66.593,1.04053,-0.0262774,-0.0216424,0.585601
5.32492,-2.84675e-35,0.039378,66.6083,1.04144,-0.0160661,-0.0197448,0.585346
5.32624,-1.62071e-36,0.0363019,66.6248,1.02202,-0.00837553,-0.0181978,0.585049
5.32783,1.84259e-36,0.0328542,66.6446,0.959259,-0.00257632,-0.0164646,0.584687
5.32908,5.26328e-36,0.0302281,66.6603,0.911199,0.00276193,-0.015145,0.584395
5.33037,-1.15198e-36,0.0273969,66.6763,0.837547,0.00758379,-0.0137232,0.584096
5.33161,-1.66898e-35,0.0253542,66.6918,0.76584,0.0101815,-0.0126971,0.583798
5.33308,5.90098e-36,0.0232481,66.7102,0.672412,0.0118439,-0.0116391,0.58344
5.33425,-5.28385e-36,0.0216697,66.7247,0.584533,0.00990964,-0.0108465,0.583157
5.33566,5.87747e-37,0.0202036,66.7423,0.499504,0.010133,-0.01011,0.582807
5.33682,5.50131e-36,0.0192571,66.7569,0.428112,0.00933628,-0.00963428,0.582516
5.33819,-2.94314e-36,0.0183635,66.774,0.299081,0.000860456,-0.00918486,0.582176
5.3393,1.11672e-36,0.0178821,66.7878,0.261159,0.000450033,-0.00894221,0.581894
5.34062,-1.44351e-35,0.0175628,66.8043,0.215049,-0.000984139,-0.00878038,0.581558
5.34167,4.52213e-35,0.0174966,66.8174,0.17832,-0.0028423,-0.00874555,0.581288
5.34292,2.38684e-35,0.017622,66.833,0.138755,-0.00566732,-0.00880619,0.580968
5.34392,6.10082e-36,0.0179153,66.8455,0.114458,-0.0067921,-0.00895109,0.580708
5.34509,1.08292e-36,0.0183417,66.8601,0.0808761,-0.0110326,-0.00916209,0.580409
5.34603,-2.50733e-35,0.0187504,66.8718,0.0631232,-0.0144286,-0.00936464,0.580168
5.34694,2.08867e-35,0.0190521,66.8832,0.034814,-0.0285492,-0.00951369,0.579949
5.348,1.0168e-36,0.0193474,66.8963,0.0918982,-0.0269459,-0.00965922,0.579678
5.34885,6.09641e-36,0.0195611,66.9069,0.133129,-0.0257196,-0.00976435,0.579458
5.34982,1.32772e-35,0.0197725,66.9191,0.175974,-0.0243258,-0.00986811,0.579206
5.35061,5.82972e-36,0.0199096,66.929,0.206654,-0.0232058,-0.00993507,0.579003
5.35152,-3.35016e-37,0.0200323,66.9402,0.237942,-0.0219129,-0.00999462,0.57877
5.35224,-3.87913e-37,0.0206938,66.9493,0.227323,-0.0203751,-0.0103232,0.578586
5.35307,1.99834e-35,0.0207738,66.9597,0.236385,-0.0216779,-0.0103615,0.578377
5.35374,2.58609e-37,0.0207398,66.968,0.248762,-0.0222545,-0.0103433,0.578212
5.3545,1.63864e-35,0.0205524,66.9775,0.267892,-0.0222938,-0.0102484,0.578023
5.35512,1.66068e-35,0.0201357,66.9852,0.326324,-0.0189454,-0.0100394,0.57787
5.35571,9.80362e-36,0.0197466,66.9925,0.336116,-0.0182829,-0.00984435,0.577725
5.35639,3.55587e-36,0.0191631,67.0011,0.348063,-0.0170648,-0.00955225,0.577557
5.35705,7.04709e-36,0.018462,67.0093,0.358953,-0.0154603,-0.00920161,0.577395
5.35758,-1.34227e-35,0.0178004,67.0159,0.366221,-0.0139062,-0.00887101,0.577266
5.35809,-7.92577e-36,0.0169291,67.0223,0.363328,-0.0158279,-0.00843594,0.577143
5.35869,-1.66039e-36,0.0159361,67.0298,0.385364,-0.0118672,-0.00794028,0.576996
5.35917,-9.40395e-38,0.0150873,67.0358,0.394859,-0.00877478,-0.00751668,0.576875
5.35974,-2.19817e-36,0.0140748,67.0429,0.396087,-0.00541097,-0.00701149,0.576734
5.3602,-3.90969e-35,0.0132587,67.0486,0.38956,-0.00294833,-0.00660437,0.576619
5.36073,-4.52271e-36,0.0128303,67.0552,0.20787,-0.0168546,-0.00639036,0.57649
5.36116,-2.48264e-35,0.0121065,67.0607,0.247156,-0.0123216,-0.00602937,0.57638
5.36167,4.63145e-36,0.0112894,67.067,0.276358,-0.00764585,-0.00562187,0.576253
5.36208,6.52987e-36,0.0100207,67.0721,0.516886,0.0157789,-0.0049897,0.576144
5.36256,-2.98576e-36,0.00935689,67.078,0.433723,0.0151954,-0.00465877,0.576021
5.36295,1.73621e-35,0.00896732,67.0829,0.366153,0.0141822,-0.00446448,0.575919
5.3634,9.93293e-37,0.00871929,67.0886,0.288418,0.0122923,-0.00434062,0.575801
5.36377,-7.99336e-37,0.0089565,67.0931,0.137508,0.00273148,-0.00445841,0.575705
5.36419,-5.50366e-35,0.009156,67.0984,0.101706,0.000928838,-0.00455735,0.575594
5.36453,2.54495e-35,0.00945359,67.1027,0.074743,-0.00095124,-0.00470518,0.575503
5.36493,-3.84387e-35,0.00994287,67.1076,0.0473921,-0.00352125,-0.00494834,0.575399
5.36524,9.28567e-36,0.0104419,67.1116,0.0294686,-0.00583571,-0.0051964,0.575314
5.36555,1.93457e-35,0.0110013,67.1154,0.0165355,-0.00820917,-0.00547446,0.575232
5.3659,-3.88501e-36,0.0117266,67.1197,0.00795187,-0.0110339,-0.00583501,0.575138
5.36618,4.99585e-37,0.0126215,67.1232,-0.0307806,-0.0215947,-0.00627996,0.57507
5.3665,-9.9917e-38,0.0132613,67.1272,0.0117363,-0.0216245,-0.00659793,0.574985
5.36675,-1.32478e-35,0.0137484,67.1304,0.0454398,-0.0215522,-0.00683995,0.574918
5.36704,-3.6793e-36,0.0142563,67.134,0.0839289,-0.0212703,-0.00709224,0.574842
5.36727,-5.23213e-35,0.0146133,67.1369,0.114188,-0.0208702,-0.00726952,0.574781
5.36753,8.69719e-36,0.0149618,67.1401,0.148012,-0.0202003,-0.00744251,0.574712
5.36774,4.41986e-36,0.0151901,67.1427,0.173848,-0.0195087,-0.00755582,0.574658
5.36797,-3.70281e-37,0.0156419,67.1456,0.148926,-0.0212238,-0.00778022,0.574594
5.36816,1.01621e-35,0.0158088,67.1479,0.176557,-0.0204229,-0.00786296,0.574545
5.36837,-2.14175e-35,0.0159269,67.1505,0.206508,-0.0192892,-0.00792138,0.574491
5.36854,-3.27023e-35,0.0159602,67.1526,0.22851,-0.0182212,-0.0079377,0.574448
